-6.801471281465174545e-01,-5.413659645045632018e-01,-1.699389722689426119e-01,-4.584789459447355942e-01,4.291320551722257459e-01
1.065499047581524028e-01,-5.338032152132983210e-01,-1.413950637295624535e-01,-7.560166803777090827e-02,1.026200124194263097e-01
-5.019291505465628411e-01,6.037983622546250206e-01,5.132533320077934391e-01,-8.775064869335178486e-01,-9.600901083644517442e-01
-8.081527640396020118e-01,-2.268468400161329779e-01,-2.101654800898022923e-01,5.211196522405003861e-01,-5.930318563532284148e-01
-5.607211139769676667e-01,-1.134254014869595650e-02,-7.586966748201215971e-01,-4.794471436970004774e-01,4.603579884372013264e-01
1.887448938006763832e-01,-7.296629370353353572e-01,6.755181794937099582e-01,-2.023812192733869253e-01,2.808337612068678713e-01
5.554733293426319385e-01,-7.618899779231187441e-01,8.312205806276284914e-01,4.534676994007535988e-02,-8.231912890258690219e-01
6.580124749904145975e-01,-2.263691125204150278e-01,2.218634970317689969e-01,4.763275080252822313e-01,-7.313310809465185525e-01
4.950773377320829560e-01,8.926238573830218570e-01,1.347651769133739741e-02,-3.078873240661053057e-01,4.679565592814358688e-01
2.858711436156882169e-01,8.206701671771343687e-01,-6.054201119737359083e-01,8.109204048396518871e-01,7.861999552745668751e-01
-8.367372871275684520e-01,1.175633672081413117e-01,5.000602392265585117e-02,-4.131676808238287091e-01,6.910223872149410251e-01
9.907504911382334356e-01,4.149665677537150987e-01,-4.218717232170134945e-01,-4.923134574121412754e-03,-2.535717439664217920e-01
-9.787119328462303702e-01,-9.274800832952538876e-01,9.537602602634966953e-01,-9.351190179167361283e-01,5.823806767166068710e-01
4.385402348518236959e-01,-7.288217075137699563e-01,9.339452041744829014e-01,3.530072128458290326e-01,-1.381591480769588376e-01
-9.719426374205899499e-01,-8.157603802860857733e-02,-2.337212783841287056e-01,7.286038286243927686e-01,8.891769516989689315e-02
-2.418827205693243609e-01,5.733790371555349541e-01,-5.334670315202778568e-01,3.187689180516237730e-01,-6.871331038300825256e-01
-3.777155024772715919e-02,6.579898390858640589e-02,7.515458076173073820e-01,-4.069901468713270631e-01,-2.268657289330024973e-01
-7.850204955131305784e-01,-1.376833769797118912e-01,2.076390588893146649e-01,-8.904606668812919956e-01,-3.505552151122957039e-01
-2.022505744233953351e-01,5.601169625850292988e-01,2.161478498608415677e-02,-9.550314503056100968e-01,3.096771510672511329e-01
-2.679975252892097259e-03,7.734730519653010283e-01,-7.593396354385815172e-01,-6.074268440455561358e-01,-4.570902291930689643e-02
3.299813507533186918e-01,2.253442610872127272e-01,-5.886403227923902026e-01,9.435461433127099173e-01,1.556412097795552008e-01
5.772074465909993179e-01,-6.013281257256362089e-01,3.451724766787789278e-03,4.364186855365965734e-01,-1.238315410780426173e-01
3.944663753476576051e-01,4.051762040589586000e-01,-8.641966467573927169e-01,5.570821920668023175e-02,-6.350406661630731975e-01
3.740639457492815900e-01,-9.704528385463724316e-01,9.594875848038071364e-01,4.995313231256295339e-01,-8.018027228460626876e-01
-1.586952673331569752e-01,4.451335053100913264e-01,6.925775524699462338e-01,-8.890113683335683081e-01,6.616372880287990643e-01
7.627387206027040900e-01,8.967109630307035228e-01,1.212939386064864067e-01,-2.568996095298610172e-01,3.471295831162519718e-01
2.037147661525673392e-02,7.834264356919360406e-01,-9.549438616665515411e-01,-8.730990173201975679e-01,-5.097684689317061313e-01
-8.365928667682487330e-02,9.857936111647438437e-01,-9.477969025461785435e-01,9.276327079508246420e-01,-1.859301817251781674e-01
5.283842307599899701e-01,6.481063811825393817e-01,8.210496939652274229e-01,-6.626884773922037120e-02,5.686957496619604591e-02
-5.907837598112892774e-01,-8.477845546849329672e-01,7.263102888827155379e-01,7.736284900943790621e-01,1.041486934546564935e-01
